user_input,reference,reference_video_url,persona_name,query_style,query_length
육개장 먹어도 되나요?,육개장은 염분이 많으므로 국물 섭취를 줄이는 것이 좋습니다. 짠 음식은 피하거나 먹는 양을 줄이는 것이 중요합니다.,https://www.youtube.com/watch?v=3hI0NhprCfg,a pediatrician,MISSPELLED,SHORT
"이유식을 시작한 아기가 며칠 동안 변을 보지 않는 경우, 어떻게 대처해야 하나요?","이유식을 새로 시작한 아기는 장이 새로운 음식에 적응하는 과정에서 수일간 변을 보지 않을 수 있습니다. 이유식을 꾸준히 먹이면 좋아지는 경우가 많습니다. 그러나 며칠간 변을 보지 않는 것이 항상 문제가 없는 것은 아니므로, 다른 이상 증상이 없더라도 대략 5일 정도 변을 보지 않으면 동네 소아청소년과에서 진료를 받아 확인하는 것이 안전합니다.",https://www.youtube.com/watch?v=8UIFlfrKagk,a pediatric medical expert,PERFECT_GRAMMAR,MEDIUM
아이들의 변비 예방을 위해 채소는 왜 중요한가요?,"채소는 아이들이 변비를 예방하는 데 중요한 역할을 합니다. 특히 우리나라 아이들은 채소를 많이 먹지 않아 변비가 잘 생기므로, 평소에 섬유질이 많은 음식을 먹이면 변을 잘 보게 됩니다. 식사할 때 음식은 골고루 먹되 특히 채소와 과일을 충분히 먹여야 하며, 이유식 시작 시기부터 채소를 열심히 먹이고 하루에 1컵 정도 분량을 목표로 하는 것이 좋습니다.",https://www.youtube.com/watch?v=28FfLPP_1MI,a pediatrician,PERFECT_GRAMMAR,SHORT
구루병이 아이의 땀과 어떤 관련이 있나요?,"구루병은 심각한 병 중 하나로, 땀을 많이 흘릴 수 있지만 이러한 병들은 원래 매우 드물고 대개 다른 증상이 함께 있어야 의심합니다. 땀만으로 구루병을 판단하기는 어렵습니다.",https://www.youtube.com/watch?v=8GwNlF44ntY&list=PLC6Msm1YCNw-NJBk4ajBkTeS2rJULiT1b,a compassionate pediatrician,MISSPELLED,SHORT
아이의 기침이 심할 때 흉부 X-ray는 언제 필요한가요?,"대부분의 경우 흉부 X-ray는 필요 없지만, 기침이 매우 심하거나 피가 섞여 나오거나 가슴 통증·호흡 곤란이 있으면 진료를 받아 흉부 X-ray 촬영이나 약 변경이 필요할 수 있습니다.",https://www.youtube.com/watch?v=PuXMnLuvWFA,a pediatric medical expert,MISSPELLED,MEDIUM
소아과를 방문해야 하는 요로감염의 증상은 무엇인가요?,"요로감염의 증상으로는 열, 소변을 자주 보는 것, 소변을 볼 때 통증, 갑자기 소변이 급해지는 것, 소변을 잘 보지 못하거나 참기 힘들어하는 것, 소변을 가리던 아이가 밤에 다시 실수하는 것, 소변에서 악취가 나거나 탁해지거나 피가 섞여 나오는 경우 등이 있습니다. 이러한 증상 중 여러 개가 함께 나타날 수도 있고 일부만 나타날 수도 있으므로, 이러한 증상이 있으면 요로감염을 염두에 두고 소아과 의사의 진료를 받는 것이 좋습니다.",https://www.youtube.com/watch?v=eXCjsY4NvSk,a compassionate pediatrician,WEB_SEARCH_LIKE,SHORT
"펜벤다졸이 암에 좋다구 하는데, 진짜인가요?","펜벤다졸이 암에 대한 효과가 있다는 주장이 있지만, 사람을 대상으로 한 임상연구는 거의 없고 연구 결과도 일관되지 않아 항암제로서 획기적인 효과가 입증되었다고 보기 어렵습니다. 안전성 면에서도 문제가 있으며, 이미 항암치료를 받고 있는 환자에게는 심각한 위험을 초래할 수 있습니다. 따라서 펜벤다졸을 암 치료에 사용하는 것은 권장하지 않습니다.",https://www.youtube.com/watch?v=WvSYnSGuG4k,a compassionate pediatrician,POOR_GRAMMAR,SHORT
교정 헬멧은 언제 필요하나요?,"교정 헬멧은 아기의 머리 변형이 심하다고 생각될 때 필요할 수 있으며, 초기 발견이 중요하여 비교적 이른 시기에 발견하면 자세 교정과 엎어놓기만으로도 대부분 좋아지지만, 심한 경우에는 의사와 상담하여 치료 방법을 결정해야 합니다.",https://www.youtube.com/watch?v=BAVqR6spNIk,a pediatric medical expert,MISSPELLED,SHORT
에피네프린은 두드러기 치료에 어떻게 사용되나요?,"에피네프린은 심한 두드러기 반응이 발생할 경우 응급 치료를 위해 사용됩니다. 특히 목소리 변화, 기침이나 호흡곤란, 침을 흘리며 삼키기 어려움, 몸이 축 처지며 의식이 흐려지거나 기절하는 경우에는 즉시 에피네프린 주사약을 사용해야 합니다.",https://www.youtube.com/watch?v=-6MfhHMEoLI,a compassionate pediatrician,PERFECT_GRAMMAR,SHORT
코로나에 걸린 경우 반려동물은 어떻게 해야 하나요?,"사람이 코로나에 걸리면 그 사람이 키우는 반려동물도 코로나에 걸릴 수 있습니다. 드물긴 하지만 사람에서 동물로의 감염은 가능하며, 다행히 동물에서 사람으로 다시 전염된다는 증거는 아직 없습니다. 반려동물이 코로나에 걸리는 경우는 대부분 코로나에 걸린 사람과의 밀접 접촉에 의한 것입니다. 반려동물은 코로나에 걸려도 증상이 없거나 가벼운 경우가 많아 대부분 아무 문제 없이 회복됩니다. 증상이 있더라도 기운이 없고 열이 나거나 기침, 콧물 등이 나타날 수 있습니다. 주인이 코로나에 걸리고 반려동물이 증상을 보이면 보호소에 연락해 검사와 치료를 받게 해야 합니다. 주인이 자가 격리 중이면 같이 지내도 될 수 있으며, 이 경우 마스크를 착용하고 손을 자주 씻으며 접촉을 줄이는 것이 좋습니다. 반려동물에게 임의로 약을 투여하는 것은 권장되지 않으며, 종을 넘나드는 전파가 잘못되면 심각한 변이가 생길 수 있으므로 주인은 반려동물이 감염되지 않도록 신경 써야 합니다.",https://www.youtube.com/watch?v=gNsX5nLtRxc,a pediatrician,MISSPELLED,LONG
소아과에서 코로나 걸린 후 예방접종은 언제 가능한가요?,"코로나에 걸린 후 예방접종은 병의 급성기가 지나면 가능하며, 현재 코로나의 기본 격리기간은 7일입니다. 그 후에도 3일간 전파 위험성이 있을 수 있으므로 증상 발생일로부터 10일이 지난 시점에 아이에게 특별한 증상이 없으면 접종이 가능합니다.",https://www.youtube.com/watch?v=Y0juZbeUgas,a pediatrician,WEB_SEARCH_LIKE,SHORT
중이염이 감기와 관련이 있나요?,"중이염은 감기와 관련이 있을 수 있습니다. 감기처럼 보이지만 실제로는 세균이 일으키는 병이 있을 수 있으며, 중이염 등 다른 세균성 감염이 동반된 경우에는 항생제가 필요할 수 있습니다.",https://www.youtube.com/watch?v=pYwy3xOAQuk,a pediatrician,POOR_GRAMMAR,SHORT
70세 이상 어르신의 독감 예방접종 시작일은 언제인가요?,70세 이상 어르신은 10월 19일(월)부터 독감 예방접종을 시작합니다.,https://www.youtube.com/watch?v=ZtpV18GRqvw,a pediatric medical expert,PERFECT_GRAMMAR,SHORT
계란 흰자가 두드러기의 원인 중 하나로 언급된 이유는 무엇인가요?,"계란 흰자는 두드러기의 원인 중 하나로 언급되며, 특정 음식이 알레르기를 유발할 수 있기 때문입니다. 부모님들은 처음 먹일 때 이상 반응을 잘 관찰해야 합니다.",https://www.youtube.com/watch?v=-6MfhHMEoLI,a compassionate pediatrician,WEB_SEARCH_LIKE,MEDIUM
미숙아를 키울 때 부모가 알아야 할 중요한 사항은 무엇인가요?,"미숙아를 키울 때는 모유 수유가 가장 좋으며, 체중이 매우 적은 경우에는 병원에서 보충제를 처방받아야 합니다. 퇴원 후 철분 보충제를 꼭 복용하고 비타민 D도 권장됩니다. 체중을 급격히 늘리려고 억지로 먹이는 것은 피해야 하며, 정기 검진을 통해 발달 상태를 확인해야 합니다. 예방접종은 출생일 기준으로 하되, 출생 체중이 2kg 미만인 경우 B형 간염 접종을 다시 해야 할 수 있습니다. 또한, 미숙아는 감염에 취약하므로 가족들도 예방접종을 철저히 해야 합니다.",https://www.youtube.com/watch?v=T7hjlOQvsWw,a compassionate pediatrician,WEB_SEARCH_LIKE,MEDIUM
소아청소년과에서 아이들이 다쳤을 때 어떻게 해야 하나요?,"아이들이 다쳤을 때는 초기 대응이 중요합니다. 피가 날 정도로 상처가 생기면 지혈, 감염 예방, 흉터 예방을 신경 써야 합니다. 출혈이 심하면 깨끗한 거즈나 천으로 상처를 세게 눌러 5분간 지혈한 뒤 살짝 떼어 보세요. 피가 계속 묻어나오면 다시 5분 더 누르고, 그래도 멎지 않으면 누른 상태로 병원에 가거나 119에 도움을 요청하세요. 상처는 깨끗이 씻는 것이 중요하며, 작은 상처라면 잘 씻고 항생제 연고를 바르는 것이 도움이 될 수 있지만, 의사의 처방 없이 무턱대고 연고를 바르는 것은 피하는 것이 좋습니다. 상처가 크거나 깊어 봉합이 필요해 보이면 즉시 병원에 가야 합니다.",https://www.youtube.com/watch?v=fAfokHreRis,a compassionate pediatrician,MISSPELLED,SHORT
유치원에서 아이가 감기 자주 걸리면 어쩌죠?,"유치원 등 단체생활을 당분간 쉬게 하는 것을 고려해야 하고, 맞벌이 등 사정으로 어쩔 수 없이 보내야 하는 경우에는 인원이 적은 반에 보내는 것이 감기 위험을 줄이는 데 도움이 됩니다.",https://www.youtube.com/watch?v=waF-ils7X1Y,a pediatrician,POOR_GRAMMAR,SHORT
예방접종을 통해 수두를 예방하는 방법에 대해 자세히 설명해 주실 수 있나요?,"수두를 예방하는 가장 좋은 방법은 예방접종입니다. 한 번 접종했다고 완전히 면역이 되는 것은 아니어서 일부는 접종 후에도 걸릴 수 있지만, 접종 후에 걸리면 훨씬 가볍게 앓습니다. 더 확실히 예방하려면 돌 지난 뒤 1차 접종을 하고 4세 이후에 두 번째 접종을 하시면 됩니다. 어린이집에서 수두가 돌 때 아이가 걸리지 않게 하려면 두 번째 접종을 미리 맞힐 수 있는데, 첫 번째 접종 후 3개월이 지나야 합니다.",https://www.youtube.com/watch?v=LFuS1ZYWi08,a pediatrician,MISSPELLED,LONG
코로나 때문에 독감 예방접종 왜 중요한가요?,코로나 백신 접종이 진행되면서 방역이 완화되면 독감 유행이 더 늘어날 것으로 보입니다. 코로나와 독감이 동시에 유행하면 위험이 커질 수 있으므로 독감 예방접종이 중요합니다.,https://www.youtube.com/watch?v=r8fMdZ5S-Cc,a pediatrician,POOR_GRAMMAR,MEDIUM
A형 간염 유행 시 50대 성인이 어떻게 대비해야 하나요?,"A형 간염 유행 시 50대 성인은 특히 접종이 중요합니다. 이 연령대는 어릴 때 A형 간염에 걸리지 않아 면역이 없고 접종을 받지 않은 경우가 대부분이기 때문입니다. 따라서, 가능한 한 빨리 A형 간염 백신을 접종받는 것이 권장됩니다. 또한, 유행 관련 식품은 안전성이 확인될 때까지 섭취하지 않는 것이 좋습니다.",https://www.youtube.com/watch?v=S9vVoEhJUBI,a compassionate pediatrician,WEB_SEARCH_LIKE,MEDIUM
비트가 소변에 미치는 영향은 무엇인가요?,"비트는 소변이 붉게 보이는 원인 중 하나일 수 있으며, 이는 옷이나 배설물에 묻은 피와 구분하기 어려울 수 있습니다. 따라서 비트 섭취 후 소변 색 변화가 의심되면 병원에서 확인받는 것이 안전합니다.",https://www.youtube.com/watch?v=k2hcbj37JwQ,a pediatric medical expert,PERFECT_GRAMMAR,SHORT
소아청소년과에서 구토하는 아이에 대한 조언은 무엇인가요?,"소아청소년과 전문의는 구토하는 아이가 멀쩡해 보여도 계속 토한다면 진료를 받는 것이 좋다고 강조합니다. 구토는 소화기 구조상의 문제나 질병 때문에 발생할 수 있으며, 특별한 병이 없고 성장이 잘 되면 나이가 들면서 대개 좋아지지만, 계속 토하는 경우에는 위식도역류나 유문협착 같은 구조적인 원인을 확인해야 합니다. 또한, 구토로 인해 탈수가 심해지면 의사 진료를 받는 것이 안전합니다.",https://www.youtube.com/watch?v=-ms2f_laqFg,a compassionate pediatrician,WEB_SEARCH_LIKE,SHORT
해열제를 사용할 때 부모님들이 알아야 할 중요한 점은 무엇인가요?,"해열제를 사용할 때 부모님들이 알아야 할 중요한 점은, 해열제가 체온을 완전히 정상으로 만드는 약이 아니라 보통 1~2도 정도 체온을 낮춰 아이의 불편함을 줄이고 열성경련 위험을 낮추는 역할을 한다는 것입니다. 또한, 권장 용량과 투여 간격을 지키지 않으면 부작용이 생길 수 있으므로 항상 정량과 정해진 간격을 지켜야 하며, 열이 떨어지지 않는다고 권장량을 초과해 주거나 필요 이상 자주 주어서는 안 됩니다. 마지막으로, 열이 떨어졌다고 해서 병이 다 나은 것은 아니므로 아이의 상태를 지속적으로 관찰해야 합니다.",https://www.youtube.com/watch?v=zCySQ2L8sco,a compassionate pediatrician,PERFECT_GRAMMAR,LONG
엔테로바이러스가 수족구병의 원인이라는 사실은 어떻게 되나요?,"수족구병은 엔테로바이러스가 일으키는 병으로, 예방접종은 현재 없습니다. 감기와 마찬가지로 호흡기 전파가 가능하고 침이나 대변을 통해서도 전염될 수 있습니다.",https://www.youtube.com/watch?v=omxS7s9dn-E,a pediatric medical expert,MISSPELLED,MEDIUM
모유수유 중 아기가 녹색 변을 보았을 때 유제품이 미치는 영향은 무엇인가요?,"엄마가 먹는 음식 성분이 아기 장을 자극할 수 있는데, 대표적으로 유제품이 있습니다. 이 경우 의사와 상담하여 엄마의 식단을 조절할지 결정하시기 바랍니다.",https://www.youtube.com/watch?v=fq0X4V8igCg,a compassionate pediatrician,PERFECT_GRAMMAR,MEDIUM
질병관리본부의 최근 권고 사항은 무엇인가요?,질병관리본부는 최근 역학조사 결과를 발표하며 당분간 안전성이 확인될 때까지 관련 식품 섭취를 자제하라고 권고했습니다.,https://www.youtube.com/watch?v=S9vVoEhJUBI,a compassionate pediatrician,PERFECT_GRAMMAR,SHORT
혼합수유에 대해 좀 더 자세히 설명해줄 수 있나요?,"혼합수유를 할 때는 분유를 주는 만큼 모유도 자주 먹여 젖이 잘 나오게 해야 하며, 그렇지 않으면 나중에 젖이 잘 나오지 않거나 아기가 엄마 젖을 잘 빨지 못해 모유수유로 돌아가기 어려워질 수 있습니다. 예전에는 모유를 하루 이틀 중단하고 분유만 먹이기도 했지만, 지금은 지침이 바뀌어 혼합수유를 하는 쪽으로 권고됩니다.",https://www.youtube.com/watch?v=_tYrdgL0cFk,a pediatrician,MISSPELLED,MEDIUM
소아청소년과 전문의로서 단설소대와 관련된 수술의 필요성과 수술 후 관리에 대해 설명해 주실 수 있나요?,"단설소대는 혀 아래쪽에서 혀를 잡아 주는 끈 같은 조직이 짧아져 혀가 제대로 움직이지 못하는 상태를 말합니다. 이로 인해 수유장애나 발음 이상이 발생할 수 있습니다. 수술은 일반적으로 수유장애가 있을 때 권장되며, 혀를 내밀었을 때 혀끝이 윗입술까지 내려오지 않거나 혀 움직임이 심하게 제한될 경우에도 고려됩니다. 수술은 경험이 많은 의사에 의해 시행될 경우 대부분 마취가 필요 없고 통증도 심하지 않으며, 수술 후 얼마 지나지 않아 출혈이 멈추고 바로 수유가 가능합니다. 수술 후 재유착이 드물게 발생할 수 있으나, 이는 흔하지 않으므로 큰 걱정은 필요 없습니다. 수술을 권유받았다면 소아청소년과 전문의를 찾아 진료를 받는 것이 좋습니다.",https://www.youtube.com/watch?v=SkiLr0wSvmE,a pediatric medical expert,PERFECT_GRAMMAR,LONG
감기가 아이에게 코피를 유발할 수 있는 이유는 무엇인가요?,감기나 알레르기성 비염이 있을 때 점막의 염증으로 인해 출혈이 쉽게 생겨 가볍게 코를 풀어도 코피가 날 수 있습니다.,https://www.youtube.com/watch?v=uXd60SqQSgw,a compassionate pediatrician,PERFECT_GRAMMAR,MEDIUM
임신부가 독감 백신 맞는 거 안전한가요? 그리고 어떤 점들 고려해야 하나요?,"임신 중 독감 백신 접종은 안전하다고 알려져 있습니다. 임신 초기에도 접종할 수 있으며, 다른 백신과 동시에 접종하는 것도 가능합니다. 접종 시기는 임신 주수와 상관없이 가능하므로, 임신부는 독감 백신을 맞는 것을 고려할 수 있습니다. 다만, 임신 중 특별한 문제가 있는 경우에는 접종 전 담당 의료진과 상의하는 것이 좋습니다.",https://www.youtube.com/watch?v=P64CjaxdNT0,a pediatric medical expert,POOR_GRAMMAR,LONG
태열이 있는 아기에게 방 온도와 목욕물 온도를 어떻게 조절해야 하나요?,"태열이 있다고 해서 특별히 방 온도를 낮추거나 목욕물 온도를 낮춰야만 하는 것은 아닙니다. 태열은 신생아 시기에 생기는 여러 피부 발진을 통칭하는 말이며, 태열 자체는 병이 아닙니다. 따뜻한 물로 목욕한 후 태열이 더 도드라져 보여도 병이 더 심해지는 것은 아니므로 목욕물 온도를 낮출 필요는 없습니다. 태열이 있든 없든 상관없이 똑같이 키우시면 됩니다.",https://www.youtube.com/watch?v=0bZXRpwYrio,a compassionate pediatrician,PERFECT_GRAMMAR,MEDIUM
당뇨는 아기때부터 왜 주의해야 하나요?,"당뇨는 어릴 때부터 주의해야 하며, 집안에 당뇨병 환자가 있는 경우 아이도 나중에 당뇨가 생길 가능성이 높기 때문입니다. 당뇨 예방은 어릴 때부터 시작해야 하며, 체중 관리가 가장 중요합니다.",https://www.youtube.com/watch?v=xIaLSz0W0h8,a pediatrician,POOR_GRAMMAR,SHORT
70세 이상 무료 접종은 언제 시작되나요?,70세 이상 어르신들의 무료 접종은 10월 20일부터 순차적으로 시작됩니다.,https://www.youtube.com/watch?v=R1tM4Z38ZMM,a compassionate pediatrician,MISSPELLED,SHORT
IR3535의 특징은 무엇인가요?,"IR3535는 비교적 최근 도입된 성분으로 모기뿐 아니라 진드기 예방에도 효과가 있으며, 냄새와 끈적임이 적습니다. 6개월 이상에서 사용할 수 있으나, 제품에 따라 물이나 땀에 의해 쉽게 씻겨 나갈 수 있으므로 재도포 간격을 꼭 확인해야 합니다.",https://www.youtube.com/watch?v=rwAT1KG3u3c,a pediatrician,PERFECT_GRAMMAR,SHORT
자동차를 이용할 때 어린이의 멀미를 예방하기 위한 방법은 무엇인가요?,"어린이의 멀미를 예방하기 위해서는 차를 타기 전에 충분히 쉬고 잠을 자게 하며, 출발 전에 가벼운 간식을 먹이는 것이 좋습니다. 저지방의 담백한 탄수화물 위주의 음식을 조금 먹이고, 생강을 섞은 음식이나 생강차를 먹이는 것도 도움이 될 수 있습니다. 이동 수단을 이용할 때는 가능한 한 움직임이 적은 자리에 앉고, 앞을 보고 앉아 등을 기대어 몸이 움직이지 않게 하는 것이 좋습니다. 차 안에서 책을 읽거나 핸드폰을 보는 것은 피하고, 창밖의 경치를 보게 하는 것도 도움이 됩니다. 장거리를 갈 때는 수시로 차를 멈추고 쉬는 것이 좋습니다.",https://www.youtube.com/watch?v=5Y5ariP76L8,a pediatrician,WEB_SEARCH_LIKE,LONG
소아청소년과에서 맹장염의 주요 증상은 무엇인가요?,"맹장염의 주요 증상은 통증이며, 초기에는 식욕이 떨어지고 속이 불편하며 구토나 설사, 발열 등이 있을 수 있습니다. 통증은 보통 처음에는 명치나 배꼽 부위에서 시작하여 우하복부로 옮겨지며, 배를 눌렀을 때 더 아프고 손을 떼면 통증이 심해집니다.",https://www.youtube.com/watch?v=le_B0qIJpeU,a pediatrician,PERFECT_GRAMMAR,MEDIUM
어린이들이 감기에 자주 걸리는 이유와 이를 예방하기 위한 방법은 무엇인가요?,"어린이들이 감기에 자주 걸리는 이유는 어린이집이나 유치원에 다니며 다른 아이들과 접촉하기 때문입니다. 이로 인해 새로운 바이러스가 계속 유입되어 감기가 반복되기 쉽습니다. 이를 예방하기 위한 방법으로는 당분간 등원을 쉬게 하는 것이 가장 좋으며, 맞벌이 가정의 경우 유치원과 상의하여 아이를 쉬게 하는 것이 권장됩니다. 또한, 손 씻기를 잘 가르치는 것도 감기 예방에 매우 중요합니다.",https://www.youtube.com/watch?v=DD8tv2koDp4,a pediatrician,PERFECT_GRAMMAR,LONG
모유가 유익균에 미치는 영향은 무엇인가요?,"모유는 따로 유산균을 보충하지 않아도 유익균이 장내에서 잘 자라게 합니다. 가능하면 혼합수유라도 모유를 더 많이, 더 오래 먹이는 것이 장내 유익균이 많은 생태계를 만드는 데 도움이 됩니다.",https://www.youtube.com/watch?v=YKp7ta1H0c0,a pediatrician,WEB_SEARCH_LIKE,SHORT
인플루엔자와 기침의 관계는 무엇인가요?,인플루엔자는 감기와 마찬가지로 병의 급성기가 지난 뒤에도 기침이 오래 지속되는 경우가 흔합니다. 이는 감염으로 손상된 기도 점막이 회복되는 과정에서 점막이 예민해져 작은 자극에도 과민반응을 일으키기 때문입니다.,https://www.youtube.com/watch?v=__PCv93dKoE,a pediatrician,MISSPELLED,SHORT
호흡기 건강을 위해 미세먼지에 노출될 때 주의해야 할 점은 무엇인가요?,"미세먼지가 심할 때는 호흡기 질환자와 같은 취약계층이 각별히 주의해야 하며, 불필요한 외출과 야외 운동을 피하고, 외출 시에는 마스크를 착용하고 신체 노출을 최소화하기 위해 긴 옷과 모자를 착용해야 합니다. 또한, 집에 들어올 때는 옷과 가방을 잘 털고 손과 얼굴을 씻으며 양치질을 하는 것이 도움이 됩니다.",https://www.youtube.com/watch?v=DZF5jSaam2g,a pediatric medical expert,PERFECT_GRAMMAR,MEDIUM
일본뇌염 경보가 발령되었을 때 부모가 알아야 할 사항은 무엇인가요?,"일본뇌염 경보가 발령되면, 부모님들은 자녀가 일본뇌염 예방접종을 제대로 맞았는지 확인해야 합니다. 예방접종을 제대로 맞지 않은 경우, 가능한 빨리 빠진 접종을 맞히는 것이 좋습니다. 일본뇌염 경보는 모기 개체수가 많아 일본뇌염 발생 위험이 높다는 것을 알리는 것이므로, 모기에 물리지 않도록 주의해야 합니다. 외출 시에는 팔과 다리를 가릴 수 있는 헐렁한 긴 바지와 긴 소매 옷을 입고 모자를 쓰는 것이 중요하며, 모기가 많이 활동하는 저녁이나 새벽 시간대의 야외 활동을 피해야 합니다. 또한, 실내에서는 모기장을 사용하고 야외에서는 모기 기피제를 사용하는 것이 도움이 됩니다. 예방접종은 만 1세부터 2세 이전에 시작하도록 되어 있으니, 이 시기에 접종하지 않은 아이가 있다면 가능한 빨리 접종하는 것이 안전합니다.",https://www.youtube.com/watch?v=5BQata25hGg,a pediatrician,WEB_SEARCH_LIKE,MEDIUM
응급실에 가야 할 위험한 증상은 무엇인가요?,"아이들이 코로나에 걸렸을 때 즉시 119에 연락하거나 병원을 찾아야 할 위험한 증상으로는 숨쉬기 힘들어 하거나 호흡이 매우 빠르거나 가슴이 쑥 들어가 보이는 호흡 곤란, 의식이 나빠지거나 깨워도 잘 깨지지 않고 계속 졸아 있거나 부모를 잘 알아보지 못하고 반응이 둔해지는 경우, 입술·얼굴·손톱이 창백하거나 푸르스름해 보이는 경우, 가슴 통증이 있으면서 상태가 갑자기 악화되는 경우, 물이나 음식을 잘 삼키지 못하고 기운이 없으며 탈수로 소변을 잘 보지 못하는 경우, 그리고 어린 영아가 달래도 계속 심하게 울거나 증상이 심한 경우가 있습니다.",https://www.youtube.com/watch?v=rizkolEXRY4,a pediatrician,WEB_SEARCH_LIKE,LONG
병원에 언제 가야 하나요?,"즉시 병원에 가야 할 경우는 상처 부위의 감각이 없거나 찌릿한 느낌이 있거나, 압박해도 지혈되지 않거나, 그 부위의 팔·다리에 힘이 빠지는 경우로, 이런 증상이 있으면 신경이나 혈관 손상이 의심되므로 빨리 응급실을 방문해야 합니다.",https://www.youtube.com/watch?v=fAfokHreRis,a compassionate pediatrician,MISSPELLED,MEDIUM
"열꽃이란 무엇이며, 돌발진과 어떤 관계가 있나요?","열꽃은 열과 관련된 발진을 통칭하는 표현입니다. 돌발진은 주로 헤르페스 계열의 바이러스에 의해 발생하며, 고열이 나다가 열이 떨어진 후 12시간에서 24시간 이내에 발진이 생기는 특징이 있습니다. 따라서 열꽃은 돌발진의 증상 중 하나로 볼 수 있습니다.",https://www.youtube.com/watch?v=YSjrWvCVs3s,a pediatric medical expert,WEB_SEARCH_LIKE,MEDIUM
DEET는 일본뇌염 예방을 위해 어떻게 사용해야 하나요? 그리고 어떤 주의사항이 있나요?,"DEET는 일본뇌염 예방을 위해 모기기피제로 사용될 수 있으며, 생후 6개월부터 사용할 수 있습니다. 그러나 DEET는 옷이나 가구를 변색시킬 수 있으므로 주의가 필요합니다.",https://www.youtube.com/watch?v=VNS2QM4M5jo,a pediatric medical expert,POOR_GRAMMAR,LONG
소아청소년과에서 해열제를 사용할 때 주의해야 할 점은 무엇인가요?,"해열제를 사용할 때는 권장 용량과 투여 간격을 지키는 것이 중요합니다. 해열제는 체온을 완전히 정상으로 만드는 약이 아니라 보통 1~2도 정도 체온을 낮춰 아이의 불편함을 줄이고 열성경련 위험을 낮추는 역할을 합니다. 또한, 해열제가 열을 빨리 떨어뜨릴 수는 있지만 병이 빨리 낫는 것은 아니며, 과다 사용 시 신장 손상이나 저체온 등의 부작용이 발생할 수 있습니다. 처방 없이 두 가지 해열제를 번갈아 먹이는 것도 권장하지 않으며, 열이 떨어지지 않는다고 권장량을 초과해 주거나 필요 이상 자주 주어서는 안 됩니다.",https://www.youtube.com/watch?v=zCySQ2L8sco,a pediatrician,PERFECT_GRAMMAR,LONG
열성경련이란 무엇인가요?,"열성경련은 흔히 발생하는 경련성 질환으로, 아이가 열이 날 때 발생할 수 있습니다. 경련이 생기면 의식을 잃고 눈이 돌아가며 손발을 뻗고 온몸이 뻣뻣해질 수 있지만, 경련 자체로 아이가 위험해지는 경우는 거의 없습니다. 대부분 수분 내에 경련이 멈추고 이후 한동안 졸거나 깊이 잘 수 있습니다.",https://www.youtube.com/watch?v=mrW3cVuSJ2w,a pediatrician,WEB_SEARCH_LIKE,SHORT
하임리히법이 뭐에요?,"하임리히법은 기도가 막혔을 때 아기를 엎드린 상태로 등을 두드려 주는 방법입니다. 이 방법은 기도가 막히지 않도록 주의해야 하며, 유튜브에서 전문가가 만든 영상을 참고할 수 있습니다.",https://www.youtube.com/watch?v=-ms2f_laqFg,a compassionate pediatrician,MISSPELLED,SHORT
소아청소년과에서 수족구병은 뭐에요?,"수족구병은 손과 발, 입에 물집이 생기는 질환으로 발열이 동반될 수 있습니다. 이 병에 걸리면 일정 기간 어린이집이나 유치원에 등원할 수 없으며, 보통 열이 떨어지고 입안의 물집이 완전히 나을 때까지 격리하는 것이 일반적입니다.",https://www.youtube.com/watch?v=AQjV-lq8LTk,a compassionate pediatrician,POOR_GRAMMAR,SHORT
행복이 아이의 두뇌 발달에 미치는 영향은 무엇인가요?,"부모가 행복하면 아이도 행복해지고, 행복한 아이는 두뇌 발달도 더 잘됩니다.",https://www.youtube.com/watch?v=oiq26QC3J-E,a pediatrician,MISSPELLED,SHORT
아이들이 위험한 물건을 삼켰을 때 유튜브에서 어떤 정보를 찾을 수 있나요?,"유튜브에는 하임리히법에 대한 영상이 많이 올라와 있어, 아이가 음식이 목에 걸려 숨을 못 쉬는 상황에서 목숨을 구할 수 있는 방법을 미리 배워두는 것이 좋습니다.",https://www.youtube.com/watch?v=C_V6tSex7jo,a pediatric medical expert,PERFECT_GRAMMAR,SHORT
영아 돌연사 위험은 어떻게 줄일 수 있나요?,영아 돌연사 위험을 줄이기 위해서는 아기를 적어도 돌까지는 등을 대고 재우는 것이 권장됩니다. 이렇게 하면 영아 돌연사 위험이 감소합니다.,https://www.youtube.com/watch?v=BAVqR6spNIk,a pediatric medical expert,POOR_GRAMMAR,SHORT
30~40대에서 A형 간염 예방접종을 권장하는 이유는 무엇인가요?,"일반적으로 30~40대는 항체검사 없이 A형 간염 예방접종을 권장합니다. 이는 이 연령대에서 A형 간염에 대한 면역력이 낮을 수 있기 때문이며, 예방접종을 통해 감염 위험을 줄이는 것이 중요합니다.",https://www.youtube.com/watch?v=dR7nrpbJQt0,a compassionate pediatrician,WEB_SEARCH_LIKE,MEDIUM
경미한 경우에 열성경련이 발생했을 때 어떻게 해야 하나요?,"경미한 경우에는 아이를 평평한 곳에 눕히고, 입안에 음식물이 있으면 빼주며 고개를 옆으로 젖혀 침이나 내용물이 흘러나오게 하세요. 입안에 손가락을 깊게 넣어 제거하려다 물리거나 다칠 수 있으니 조심하세요.",https://www.youtube.com/watch?v=gOYrzoLq9Rg,a compassionate pediatrician,POOR_GRAMMAR,SHORT
