user_input,reference,reference_video_url
임신부가 독감 예방접종을 언제 받을 수 있나요?,임신부는 9월 14일부터 독감 예방접종을 시작할 수 있습니다.,https://www.youtube.com/watch?v=5b_Z_OE2XFY
임신부 코로나 백신 접종에 대한 정보는 10월 9일에 어떻게 알려졌나요?,"임신부 코로나 백신 접종에 대한 정보는 10월 9일부터 알려지기 시작했습니다. 질병관리본부는 10월 18일부터 임신부 코로나 백신 접종을 시행한다고 발표했으며, 발표 직후 많은 임신부가 접종 여부를 문의하였습니다.",https://www.youtube.com/watch?v=P64CjaxdNT0
코로나 시기에 아이의 두뇌 발달을 위해 부모가 무엇을 해야 하나요?,"코로나 시기에 아이들의 두뇌 발달을 위해 부모는 일상을 복원하고, 가정과 이웃, 친구와의 일상적 교류를 늘려야 합니다. 사회적 거리두기로 인해 외출과 타인과의 만남, 놀이 기회가 줄어든 점이 아이들의 발달에 문제를 일으켰기 때문에, 매일 만나는 소규모 그룹이나 이웃, 친구와의 만남을 완전히 금지할 필요는 없습니다. 또한, 아이가 어른들의 다양한 일상 대화를 많이 들을 수 있도록 하고, 가족과 함께 즐거운 시간을 보내며, 부모 자신도 다른 사람과의 만남을 즐기는 것이 중요합니다. 디지털 기기 시청 시간을 줄이고, 적당한 지루함을 허용하여 아이가 스스로 즐길 거리를 찾게 하며, 충분한 수면을 확보하는 것도 필요합니다.",https://www.youtube.com/watch?v=oiq26QC3J-E
오미크론에 걸린 아이가 기침할 때 어떻게 해야 하나요?,"오미크론 변이는 호흡기 감염을 일으켜 기침을 유발하지만, 주로 상기도를 침범하여 하부로 진행되거나 심한 합병증·폐렴으로 이어지는 경우는 상대적으로 적습니다. 코로나에 걸린 아이가 기침을 하면 소아과 진료를 받는 것이 좋고, 대면 진료가 어렵다면 비대면 진료라도 받으시기 바랍니다. 기침이 있을 때는 수분을 충분히 섭취하게 해 가래를 묽게 하고 호흡기 점막의 자극을 줄여 주세요. 음식을 골고루 먹이는 것이 회복에 도움이 되며, 집은 건조하지 않게 가습기를 사용하거나 젖은 수건을 걸어 두어 습도를 유지하세요. 기침 억제제를 무분별하게 사용하면 분비물 배출을 방해할 수 있으므로 주의해야 합니다.",https://www.youtube.com/watch?v=PuXMnLuvWFA
수유장애의 원인은 무엇인가요?,수유장애는 설소대가 짧아 혀가 제대로 움직이지 못할 때 발생할 수 있습니다. 설소대 단축이 있으면 혀가 앞으로 나오지 못해 젖을 깊게 물지 못하거나 잘 빨지 못하게 됩니다.,https://www.youtube.com/watch?v=SkiLr0wSvmE
코로나에 걸린 아이는 다시 감염될 수 있나요?,"기본적으로 코로나에 걸린 사람은 다시 감염될 수 있습니다. 다만 ‘같은 종류’의 코로나에는 당분간 재감염되지 않는다고 생각하시면 됩니다. 예를 들어, 오미크론에 걸린 아이는 한동안 재감염되지 않는다고 알고 계시면 됩니다. 그러나 스텔스 오미크론과 같은 다른 하위 변이는 재감염을 일으킬 수 있습니다.",https://www.youtube.com/watch?v=uHosX_e5f8A
A형간염이 뭐고 어떻게 예방해요?,"A형간염은 바이러스에 의해 발생하는 질병으로, 어린이는 경미하거나 무증상인 경우가 많지만 성인은 증상이 심하고 위험할 수 있습니다. 예방을 위해 A형 간염 예방접종을 권장하며, 2012년 이후 출생자는 무료 접종이 가능합니다. 2012년 이전 출생자는 자비로 접종을 고려해야 합니다. 또한, 손 씻기, 물 끓여 마시기, 음식 익혀 먹기 등 위생관리가 중요합니다.",https://www.youtube.com/watch?v=dR7nrpbJQt0
에피네프린 주사약은 두드러기와 관련하여 어떤 역할을 하나요?,"에피네프린 주사약은 두드러기로 인해 심한 반응을 일으킨 적이 있는 아이가 학교나 어린이집에서 해당 음식을 먹지 않도록 주의하고, 가능하면 응급키트를 준비해 휴대해야 하는 약물입니다.",https://www.youtube.com/watch?v=-6MfhHMEoLI
열성 경련이란 무엇인가요?,열성 경련은 열이 나면서 아이가 힘들어하고 잘 먹지 못할 때 발생할 수 있는 증상입니다.,https://www.youtube.com/watch?v=BrlV6XvUiEU
미세먼지가 아이들에게 미치는 영향과 뇌졸중과의 관련성은 무엇인가요?,"미세먼지는 아이들의 폐 발달을 방해하고 호흡기 질환을 유발할 뿐만 아니라 장기적으로 만성 폐질환으로 이어질 수 있습니다. 또한 심장과 뇌에 손상을 초래하고 피부와 눈에 염증을 일으키며 뇌졸중, 치매, 우울증 등과 같은 질환의 발생도 증가시킬 수 있습니다.",https://www.youtube.com/watch?v=uZd0fEmyAao
감기에 대해 부모님들이 알아야 할 중요한 점은 무엇인가요?,"감기는 바이러스가 일으키는 병이기 때문에 세균을 죽이는 항생제는 효과가 없습니다. 의사가 항생제를 처방하는 경우는 감기가 아닌 다른 질병이 의심될 때이며, 감기와 함께 동반되는 합병증을 치료하기 위해서일 수 있습니다. 따라서 의사가 처방한 항생제는 아이가 멀쩡해 보여도 끝까지 복용하는 것이 중요합니다.",https://www.youtube.com/watch?v=-Bm4rDkymiA
고관절탈구의 조기 진단이 중요한 이유는 무엇인가요?,"고관절탈구의 조기 진단은 다리가 제대로 발달하지 못해 보행 장애나 관절염, 외관상의 문제가 생기는 것을 예방하기 위해 중요합니다. 또한, 신생아 때 의심되면 초음파로 조기 진단이 가능하며, 생후 6개월 이전에 진단되면 보조기 사용으로 치료 가능한 경우가 많습니다. 진단이 늦어질수록 치료가 어려워질 수 있습니다.",https://www.youtube.com/watch?v=WB_1dOFTbpI
임신부의 독감 접종은 언제 재개되었나요?,임신부의 독감 접종은 9월 20일 오후에 재개되었습니다.,https://www.youtube.com/watch?v=CTphlav8KGY
"PCR 검사는 코로나 확진자의 동거인에게 어떻게 적용되며, 검사 시 주의해야 할 사항은 무엇인가요?","PCR 검사는 코로나 확진자와 동거하는 경우, 증상이 없는 동거인이 확진자의 접촉자로 간주되어 접촉 후 3일 차에 받는 것이 권장됩니다. 검사기관 방문 시 확진자의 양성 통보 문자를 제시해야 PCR 검사를 받을 수 있으며, 검사 후 음성 확인이 나올 때까지 집에서 대기해야 합니다. 증상이 있는 경우에는 의료기관을 방문하여 신속항원검사를 받고, 필요 시 약을 처방받아야 합니다. 또한, 60세 이상 또는 동반질환자는 PCR 검사를 하고 6~7일 차에 다시 PCR 검사를 받는 것이 권장됩니다.",https://www.youtube.com/watch?v=lGXHZ2r3Wms
엉덩이와 관련된 고관절탈구의 증상은 무엇인가요?,"고관절 탈구가 있으면 다리가 짧아 보이거나 벌어져 보이고, 다리 길이와 무릎 높이가 달라지며 고관절에서 딸깍 소리가 날 수 있습니다. 양쪽 사타구니 주름이 다르거나 주름 깊이가 다를 수 있으나 허벅지 중간 주름은 고관절 탈구와 관련이 적어 지나치게 걱정할 필요는 없습니다.",https://www.youtube.com/watch?v=WB_1dOFTbpI
DPT 예방접종이 필요한 상황은 무엇인가요?,"DPT을 3회 이상 맞지 않은 상태에서 흙이 묻은 상처를 입었다면 즉시 파상풍 면역글로불린을 맞아야 합니다. DPT을 3회 맞았더라도 더럽거나 흙이 묻은 상처의 경우 마지막 접종 후 5년이 지났다면, 깨끗한 상처라도 마지막 접종 후 10년이 지났다면 파상풍 예방 접종(부스터)을 받아야 하고, 이 경우에는 면역글로불린 주사와 함께 예방접종을 같이 맞아야 합니다.",https://www.youtube.com/watch?v=fAfokHreRis
소아청소년과에서 태열에 대해 어떻게 설명하나요? 그리고 부모님들이 태열을 어떻게 이해해야 하나요?,"소아청소년과 전문의는 태열에 대해 아기 피부에 생기는 여러 병변을 통칭하는 말로 설명합니다. 부모님들은 태열이라는 말을 들을 때 붉은 발진이나 피부가 건조해지는 증상 등을 태열로 부르는 경향이 있지만, 이는 다양한 질환이 포함된 것입니다. 태열은 의학적 병명이 아니며, 신생아 여드름, 아토피성 피부염 등 여러 상태를 포함합니다. 따라서 정확한 진단을 위해 소아청소년과 전문의의 진료를 받는 것이 중요합니다.",https://www.youtube.com/watch?v=7FIWgd5tSTU
김치가 어린이의 건강에 미치는 영향은 무엇인가요?,"김치는 전통 식품이지만, 담글 때 많은 소금이 들어가므로 아무리 싱겁게 담가도 무조건 건강에 좋다고 단정하기는 어렵습니다. 어릴 때부터 김치를 억지로 먹이려 하지 말고, 김치를 먹더라도 적은 양을 반찬으로 주는 것이 좋습니다. 짜게 먹는 습관은 한 번 들이면 고치기 힘들기 때문에 어릴 때부터 싱겁게 먹는 습관을 들이는 것이 중요합니다.",https://www.youtube.com/watch?v=3hI0NhprCfg
열성경련이 발생했을 때 부모가 아이를 어떻게 도와야 합니까?,"열성경련이 발생했을 때 가장 중요한 것은 부모가 절대 당황하지 않는 것입니다. 부모가 놀라 잘못 대응하면 아이가 더 위험해질 수 있으므로 안전을 우선해야 합니다. 아이의 기도를 확보하고, 입안에 음식물이 있으면 고개를 옆으로 돌려 흘러나오게 하며, 손가락을 넣어 억지로 빼지 말아야 합니다. 경련 중에 약이나 음식을 먹이거나 액체를 주는 것은 삼가야 하며, 아이의 팔이나 다리를 꽉 잡아 억지로 움직임을 막으려 하지 말고 인공호흡 등을 함부로 시도하지 않아야 합니다. 경련 양상을 잘 관찰해 두었다가 병원에 알리면 의사가 열성경련인지 다른 발작인지 판단하는 데 도움이 됩니다.",https://www.youtube.com/watch?v=mrW3cVuSJ2w
독소형 식중독의 증상과 예방 방법은 무엇인가요?,"독소형 식중독은 상한 음식을 먹어서 발생하며, 증상으로는 배앓이, 구토, 설사, 탈수, 발열 등이 있습니다. 증상은 빠르게 나타나며 보통 몇 시간에서 며칠 정도 지속됩니다. 예방 방법으로는 음식을 속까지 완전히 익혀 먹는 것이 가장 중요하며, 조리 전에는 손과 도구를 깨끗이 씻고, 음식물은 오염되지 않게 관리해야 합니다. 또한, 상한 음식을 먹지 않는 것이 최선입니다.",https://www.youtube.com/watch?v=ZO1ffVTWsJc
5세 아이가 코로나 걸리고 나서 접종을 해야 하나요? 왜 그렇게 해야 하는지 설명해 주세요.,"5세에서 12세 미만의 아이들은 감염 후 접종에 대한 근거가 아직 충분하지 않습니다. 그러나 감염으로 생긴 항체는 일시적인 보호를 주기 때문에 시간이 지나면 다시 감염될 수 있습니다. 따라서 감염 이력이 있는 5세 아이들도 접종 대상이 될 가능성이 있으며, 접종을 완료하면 항체가 더 많이 생기고 중증으로 진행되는 것을 줄일 수 있습니다. 그러므로 감염이 있었다고 해서 '이제 코로나에서 해방되었다'고 생각하지 말고, 접종을 완료하여 다음 변이에 대비하는 것이 의학적으로 권고됩니다.",https://www.youtube.com/watch?v=W5WFStdc8YQ
소아청소년과에서 해열제 사용에 대해 뭐라고 해?,"소아청소년과에서는 해열제를 사용할 때 용법·용량을 정확히 지켜야 하며, 열이 난다고 해서 용량을 높이거나 자주 먹이는 것은 문제가 된다고 설명합니다. 해열제는 체온을 완전히 정상으로 되돌리는 약이 아니며, 보통 1~1.5도 정도 내리는 약이라는 점도 강조합니다.",https://www.youtube.com/watch?v=IuBygBZtbtg
모노소듐 글루타메이트는 아이들에게 안전한가요?,"모노소듐 글루타메이트(MSG)는 기본적으로 안전하지만, 아이들에게는 신중해야 합니다. MSG가 들어간 음식은 지나치게 맛있어 아이들이 담백한 음식을 잘 먹지 않게 되고, 미각 발달과 식습관 형성에 부정적 영향을 줄 수 있습니다. 또한 MSG가 포함된 음식 때문에 더 많이 먹게 되어 체중 관리에 어려움을 줄 수 있으므로 과체중이나 비만 위험이 있는 아이들에게는 특히 주의가 필요합니다.",https://www.youtube.com/watch?v=anQztIwRJ7o
2022년 3월 14일에 부모가 코로나에 걸렸을 때 아기가 음성이면 어떻게 해야 하나요?,"2022년 3월 14일 개정된 지침에 따르면, 부모가 코로나에 걸려 같이 사는 아기는 검사에서 음성이 나와도 밀접접촉자로 분류되고 잠복기가 있으므로 격리하는 것이 맞습니다. 아기를 다른 집으로 보내는 것은 전염을 확산시킬 수 있어 권장되지 않습니다. 음성인 부모가 아기를 돌보는 것이 바람직하며, 아기를 돌보는 사람은 항상 마스크를 착용하고 손을 자주 씻어야 합니다.",https://www.youtube.com/watch?v=bSKtcyM7eGw
"A형 간염 백신에 대해 설명해 주실 수 있나요? 특히 어떤 사람들이 접종이 중요하고, 어떻게 접종해야 하는지 알고 싶습니다.","A형 간염 백신은 예방 효과가 매우 좋으며, 가능하면 접종하는 것이 유행 시 가장 확실한 방법입니다. 이 백신은 6~12개월 간격으로 두 번 접종하며 효과가 좋습니다. 특히 아직 접종하지 않았거나 A형 간염에 걸리지 않은 20대에서 50대는 접종이 중요합니다.",https://www.youtube.com/watch?v=S9vVoEhJUBI
소아청소년과에서 아이의 복통을 다룰 때 가장 중요한 점은 무엇인가요?,소아청소년과에서 아이의 복통을 다룰 때 가장 중요한 점은 함부로 복통을 없애는 약을 먹이지 말라는 것입니다. 복통을 약으로 없애버리면 병이 심해질 때까지 진단을 내리지 못해 병을 키울 위험이 있습니다.,https://www.youtube.com/watch?v=uouQmwIkB28
9월 22일에 독감 예방접종을 받을 수 있는 어린이는 몇 살인가요?,"9월 22일부터는 18세 이하 어린이들도 접종을 받을 수 있으며, 6개월 미만의 아기들은 접종할 수 없습니다.",https://www.youtube.com/watch?v=DvxSdfJCqL8
경피형 BCG 접종의 장점은 뭐에요?,"경피형 BCG 접종은 도장처럼 두 번 찍어 흉터 자국이 남는 방식으로, 비용이 드는 대신 이상반응이 적다는 것이 소아청소년과 의사들의 일반적인 경험입니다. 또한, 경피형은 접종 방법이 어렵지 않아 표준화해 정확하게 접종하기 쉽고, 흉터가 적게 남는 경우도 많습니다.",https://www.youtube.com/watch?v=BGdrLBlJUJk
만성 폐질환이 미세먼지와 어떤 관련이 있는지 설명해 주실 수 있나요?,미세먼지는 아이들의 폐 발달을 방해하고 호흡기 질환을 유발할 뿐만 아니라 장기적으로 만성 폐질환으로 이어질 수 있습니다.,https://www.youtube.com/watch?v=uZd0fEmyAao
12세 미만 어린이가 코로나에 걸린 후 접종을 해야 하나요?,"12세 미만 어린이는 감염 후 접종에 대한 근거가 아직 충분하지 않습니다. 그러나 미국은 감염 이력이 있는 12세 미만 아이들도 접종을 권고하고 있으며, 우리나라에서도 어린이용 백신 수급이 좋아지면 감염 이력이 있는 5세에서 12세 미만 아이들도 접종 대상이 될 가능성이 있습니다.",https://www.youtube.com/watch?v=W5WFStdc8YQ
A형 간염 예방에 백신 왜 중요해?,A형 간염 백신을 맞으면 예방 효과가 매우 좋으므로 가능하면 접종하는 것이 유행 시 가장 확실한 방법입니다. 아직 접종하지 않았거나 걸리지 않은 20대에서 50대는 특히 접종이 중요합니다.,https://www.youtube.com/watch?v=S9vVoEhJUBI
모유가 아기 변 색깔에 미치는 영향은 무엇인가요?,"모유는 아기 변 색깔에 큰 영향을 미치지 않으며, 변 색깔은 주로 소화 과정과 담즙에 의해 결정됩니다. 녹색 변이 걱정된다면 소아청소년과에 상담해 보십시오. 대부분의 경우 모유를 중단하거나 분유를 바꿀 필요는 없습니다.",https://www.youtube.com/watch?v=-Z1NnZnuZJM
자폐랑 까치발이랑 무슨 관계가 있나요?,"자폐 스펙트럼에서는 감각적 이유나 반복 행동으로 까치발을 지속하는 경우가 있지만, 까치발만으로 자폐를 의심할 필요는 없습니다. 자폐 진단은 사회성의 질적 저하와 반복적 행동 등을 종합해 전문가가 내립니다.",https://www.youtube.com/watch?v=P_RW9UWCuYA
서혜부탈장 수술이 왜 필요한가요?,"서혜부탈장은 장의 일부가 사타구니 쪽으로 빠지는 병으로, 특히 어린 아기들은 감돈 위험이 높아 상태가 안정적일 때 가능한 빨리 수술하는 것이 원칙입니다. 탈장이 의심되면 즉시 진료를 받고, 감돈이 생기면 장이 붓고 혈액 공급이 막혀 괴사하거나 천공이 생길 수 있습니다. 이러한 심각한 문제가 발생하기 전에 응급수술을 통해 생명을 구할 수 있지만, 장 유착 등 후유증이 남을 수 있으므로 증상이 없을 때라도 전문의의 판단에 따라 수술하는 것이 권장됩니다.",https://www.youtube.com/watch?v=KSagw5gmpAI
자세성 편평두증이 아기에게 생기는 이유와 예방 방법은 뭐예요?,"자세성 편평두증은 주로 신생아기부터 생후 몇 달 사이에 발생하며, 아기가 한쪽으로만 머리를 두고 자는 습관이 생기면 점점 더 심해집니다. 예방을 위해 신생아 때부터 잘 때 머리를 한쪽으로만 두지 않도록 주의하고, 부모가 함께 자거나 안을 때와 수유할 때 왼쪽·오른쪽을 번갈아 하는 등 머리 위치를 바꿔 주는 것이 중요합니다.",https://www.youtube.com/watch?v=BAVqR6spNIk
소아과 의사로서 땅콩 알레르기를 예방하기 위한 이유식 시작 시기에 대한 권장 사항은 무엇인가요?,"땅콩 알레르기 위험성이 있는 아이들은 땅콩이 포함된 음식을 생후 만 4~6개월경에 시작하고, 늦어도 만 7개월 이전에는 이유식에 땅콩을 첨가하는 것이 좋습니다. 일주일에 서너 번 정도 섭취시키는 것이 권장되며, 일찍 땅콩을 섭취시키면 나중에 땅콩 알레르기 발생 위험이 낮아질 수 있습니다.",https://www.youtube.com/watch?v=cJut6mD3VTI
타이레놀은 소아에게 어떻게 사용해야 합니까?,"타이레놀은 6개월 미만 아기에게 사용해야 하며, 이부프로펜은 6개월 이상 된 아이들에게 상비약으로 구비하는 것이 좋습니다. 타이레놀과 브루펜 둘 다 사용하는 데 문제가 없지만, 두 약을 교대로 쓰기보다 한 가지 계열을 적정 용량으로 사용하는 것이 원칙입니다.",https://www.youtube.com/watch?v=-aKt3AJ4dEE
신생아의 눈곱이 끼는 경우 감염이 의심되는 징후는 무엇인가요?,신생아의 눈곱이 계속 끼거나 염증·감염이 의심되거나 눈에 손상이 의심되면 원인을 알기 전에는 의사의 진료를 받는 것이 안전합니다.,https://www.youtube.com/watch?v=0nmgcgmvoxE
소아청소년과에서 13가 백신의 중요성은 무엇인가요?,"13가 백신은 폐렴구균 접종으로 중이염 예방에 매우 효과적이며, 아이들이 감기를 자주 걸리는 경우에 특히 권장됩니다.",https://www.youtube.com/watch?v=waF-ils7X1Y
"까치발이란 무엇이며, 아이가 까치발을 할 때 부모가 어떻게 대처해야 합니까?","까치발은 발끝으로 걷는 것으로 의학적으로는 첨족보행이라고 합니다. 아이들이 보통 10개월에서 24개월 사이에 걷는 방법을 익히며 그 과정에서 까치발을 해보는 경우가 있습니다. 대부분의 경우, 어린아이들이 까치발만 하는 것은 문제가 없으며, 다른 이상 소견이 없고 잘 걷고 부모가 부르면 잘 반응하면 지나치게 걱정하지 않아도 됩니다. 그러나 까치발을 자주 하거나 지속적으로 한다면 소아과에서 진찰을 받아 다른 문제가 없는지 확인해야 합니다. 요약하면, 대부분의 까치발은 정상이며, 걷기와 사회적 반응이 정상적이면 크게 걱정하지 않아도 됩니다.",https://www.youtube.com/watch?v=P_RW9UWCuYA
어린 아기가 변을 며칠 동안 보지 않을 때 부모가 알아야 할 대처 방법은 무엇인가요?,"어린 아기가 며칠 동안 변을 보지 않는 것은 꽤 흔한 일입니다. 아기가 수일간 변을 보지 않아도 기분이 좋고 잘 먹고 잘 논다면 대부분의 경우 별다른 문제가 없습니다. 그러나 아기가 불편해하거나 잘 먹지 않거나 심하게 보채는 경우, 변이 딱딱하거나 이상할 경우에는 즉시 소아청소년과에 가서 진료를 받는 것이 좋습니다. 변을 며칠 보지 않는다고 해서 의사의 처방 없이 완하제나 약을 임의로 투여하거나 관장을 해서는 안 됩니다. 또한, 모유수유 아기가 변을 잘 보지 않는다면 모유가 부족한 것은 아닌지 확인해야 하며, 이유식을 새로 시작한 아기는 장이 새로운 음식에 적응하는 과정에서 수일간 변을 보지 않을 수 있습니다. 이런 경우에는 이유식을 꾸준히 먹이면 좋아지는 경우가 많습니다. 그러나 5일 정도 변을 보지 않으면 동네 소아청소년과에서 진료를 받는 것이 안전합니다.",https://www.youtube.com/watch?v=8UIFlfrKagk
모유수유 아기가 녹색 변을 보았을 때 부모가 알아야 할 주의사항은 무엇인가요?,"모유수유 아기가 녹색 변을 보았을 때, 부모는 몇 가지 주의사항을 알아야 합니다. 먼저, 분유나 혼합수유를 하는 아기가 녹색 변을 보는 것은 대체로 문제가 되지 않지만, 모유만 먹는 아기가 녹색 변을 보는 경우는 다를 수 있습니다. 지속적인 녹색 변은 전유와 후유의 불균형일 수 있으며, 한쪽 젖을 충분히 비우지 못하면 묽고 녹색인 변을 자주 볼 수 있습니다. 따라서 젖을 충분히 비우는 것이 중요합니다. 또한, 엄마가 먹는 음식 성분이 아기 장을 자극할 수 있으며, 유제품이 대표적입니다. 이 경우 의사와 상담하여 엄마의 식단을 조절할 필요가 있습니다. 엄마가 녹색 채소처럼 녹색 음식물을 많이 먹어도 아기 변이 녹색이 될 수 있으며, 이 경우 문제가 없다면 아기에게도 문제가 되지 않는 경우가 많습니다. 아기가 아플 때 장운동이 달라져 녹색 변이 나올 수 있으며, 이유식 초기처럼 장이 적응되지 않아 녹색 변이 생길 수 있습니다. 원인이 해결되면 변색도 호전됩니다. 따라서 모유수유 아기가 녹색 변을 본다고 해서 무조건 모유를 끊고 분유로 바꾸지 말고, 대부분 문제가 없으며, 문제가 있어도 모유를 유지하면서 해결할 수 있습니다.",https://www.youtube.com/watch?v=fq0X4V8igCg
폐구균 예방접종의 중요성은 무엇인가요?,"폐구균 예방접종은 아이들뿐만 아니라 부모님, 조부모님 및 함께 사는 모든 분들에게 중요합니다. 이는 독감 예방접종과 함께 고려해야 할 사항으로, 폐구균 감염을 예방하는 데 도움이 됩니다.",https://www.youtube.com/watch?v=r8fMdZ5S-Cc
65세 이상 고령자에 대한 독감 예방접종의 중요성은 무엇인가요?,"65세 이상 고령자는 독감 예방접종의 국가 지원 대상에 포함되어 있으며, 이들에 대한 백신은 확보되어 있습니다. 고령의 어르신들은 독감에 대한 면역력이 떨어질 수 있으므로, 가능한 빨리 접종받는 것이 중요합니다. 독감 예방접종은 다른 호흡기 감염과 함께 유행할 경우 문제가 커질 수 있으므로, 고령자와 함께 사는 분들도 가능한 빨리 접종받기를 권장합니다.",https://www.youtube.com/watch?v=DvxSdfJCqL8
후두염에 걸린 아이가 기침을 할 때 어떤 증상이 나타날 수 있나요?,"후두염이 동반되는 경우에는 개 짖는 소리 같은 기침과 숨소리, 목소리 쉼이 나타나며, 숨이 차서 힘들어할 수 있습니다.",https://www.youtube.com/watch?v=PuXMnLuvWFA
아스피린은 어린이의 두통 치료에 사용될 수 있습니까?,두통으로 아이가 힘들어하면 진통제를 사용할 수 있지만 18세 미만에서는 아스피린을 사용해서는 안 됩니다.,https://www.youtube.com/watch?v=3-12OoVBHzE
"2018년 A형 간염 환자 수에 대한 통계는 무엇이며, 이 연도에 특히 어떤 연령대에서 많이 발생했는지 설명해 주시겠습니까?","2018년에는 2,431명의 A형 간염 환자가 발생했으며, 환자 대부분은 20세에서 60세 미만이었습니다. 특히 30대에서 50대에서 많이 발생했습니다. 이 연령대의 환자들은 어릴 때 A형 간염에 걸리지 않아 면역이 없고 접종을 받지 않은 경우가 대부분입니다.",https://www.youtube.com/watch?v=S9vVoEhJUBI
치아 건강을 위해 부모가 알아야 할 것들은 뭐예요?,"부모는 치아 관리가 치아가 나기 전부터 시작해야 한다는 것을 알아야 합니다. 신생아 때는 수유 후 물에 적신 거즈나 실리콘 손가락 칫솔로 잇몸을 닦아 주는 것이 좋습니다. 치아가 나면 불소 함유 치약과 아기용 부드러운 칫솔을 사용해야 하며, 칫솔은 사용 후 깨끗이 씻고 1~3개월마다 교체해야 합니다. 양치는 하루 2회, 2분 이상씩 해야 하며, 아이가 혼자 하려 해도 7세 전후까지는 부모가 도와주는 것이 좋습니다. 치실은 치아 사이가 붙어 닦기 어려울 때 사용하며, 2~3세 이후부터 시작하는 것이 좋습니다.",https://www.youtube.com/watch?v=R2yZQCoNW7Y
모유수유 중에 아기가 황달이 생기면 어떻게 해야 하나요? 그리고 모유수유를 중단해야 하나요?,"모유수유 중에 황달이 있다고 해서 모유를 중단해야 하는 것은 아닙니다. 생후 일주일 무렵 수유량 부족으로 생기는 황달의 경우에는 모유를 중단하지 말고 모유수유를 더 자주, 열심히 해서 개선하는 것이 좋습니다. 생후 일주일 이후에 생기는 황달은 모유 자체 때문에 생기는 모유황달일 수 있는데, 이런 경우에도 특별한 문제가 없는 경우가 많아 모유수유를 계속해도 괜찮습니다. 다만 황달 수치가 매우 높을 경우에는 하루나 이틀 정도 모유를 줄이고 혼합수유를 하여 수치를 낮춰야 하는 경우가 있으며, 황달이 호전되면 바로 완전 모유수유로 돌아가면 됩니다.",https://www.youtube.com/watch?v=_tYrdgL0cFk
유튜브에서 펜벤다졸의 항암 효과에 대한 주장이 확산되고 있는 이유는 무엇인가요?,"최근 유튜브 등에서 '말기 암을 치료했다'는 주장이 확산되면서 개·고양이용 구충제인 펜벤다졸을 복용하는 말기 암 환자가 늘고 품절 사태까지 벌어졌습니다. 이는 일부 연구에서 암세포를 죽인다는 결과가 보고되었지만, 사람을 대상으로 한 임상연구는 거의 없고 연구 결과도 일관되지 않아 항암제로서 획기적인 효과가 입증되었다고 보기 어렵기 때문입니다.",https://www.youtube.com/watch?v=WvSYnSGuG4k
여름에 식중독이 많이 발생하는 이유는 무엇인가요?,"여름에는 날이 더워져 식중독이 많이 발생합니다. 예전에는 주로 더울 때만 그랬지만 이제는 연중 가리지 않고 식중독이 발생할 수 있으며, 여름에는 특히 더 주의해야 합니다.",https://www.youtube.com/watch?v=ZO1ffVTWsJc
어린이집에 보내면 아이들이 대화 능력을 향상시킬 수 있을까요?,"어린이집에 가는 시기는 보통 돌이 지난 이후이므로 말 배우는 중요한 시기를 놓치게 될 수 있습니다. 어린이집에서는 선생님과 또래의 말을 많이 듣기 때문에 집에서 엄마와 둘이 있을 때보다 말 듣는 양은 훨씬 늘고, 말문이 트이며 말이 늘기도 합니다. 그러나 어린이집에서 듣는 대화는 단순할 가능성이 높고, 어른들의 일상 대화를 많이 들을 수는 없습니다. 이렇게 단순한 말을 많이 듣는다고 해서 언어 중추가 발달하고 말이 늘더라도, 어른들 간의 풍부한 대화를 충분히 듣고 자란 아이와는 두뇌 발달의 질적인 면에서 차이가 날 수밖에 없습니다.",https://www.youtube.com/watch?v=SDTMhEW2iRg
"열성 경련이란 무엇이며, 아이가 열이 날 때 부모가 어떻게 대처해야 합니까?","열성 경련은 열이 나면서 아이가 힘들어하고 잘 먹지 못하는 경우에 발생할 수 있습니다. 부모님은 아이의 상태를 잘 관찰하고, 열이 심할 때는 해열제를 통해 아이의 상태를 도와주는 것이 필요합니다. 만약 아이가 의식이 흐려지거나 숨쉬기 힘들거나 잘 먹지 못하는 등 심한 증상이 나타나면 즉시 응급진료를 받아야 합니다.",https://www.youtube.com/watch?v=BrlV6XvUiEU
저체중 출생 아기는 어떻게 돌봐야 하나요?,"저체중 출생 아기는 모유 수유가 가장 좋으며, 모유는 여러 질병 발생을 줄이고 두뇌 발달에 도움이 됩니다. 체중이 매우 적은 경우에는 병원에서 모유에 첨가할 보충제를 처방받을 수 있으니 그 지시를 따르세요. 또한, 퇴원 후 처방받은 철분 보충제를 꼭 복용하고 비타민 D도 권장됩니다. 억지로 먹이는 것은 피해야 하며, 체중이 빨리 늘어나는 아기는 스스로 먹는 양을 줄일 수 있으니 필요하면 소아청소년과와 상담하세요.",https://www.youtube.com/watch?v=T7hjlOQvsWw
콩류가 MSG와 어떤 관계가 있나요?,"콩류는 MSG의 주요 성분인 글루타민산이 자연적으로 존재하는 식품 중 하나입니다. 글루타민산은 단백질을 구성하는 아미노산으로, 조리 과정에서 농도가 높아져 감칠맛을 냅니다.",https://www.youtube.com/watch?v=anQztIwRJ7o
