user_input,reference,reference_video_url,persona_name,query_style,query_length
모유수유 후 젖을 짜지 않아야 하는 이유는 무엇인가요?,"모유수유 후 젖을 짜지 않는 것이 기본이며, 특별한 이유가 없다면 수유 후 젖을 짜는 습관은 번거롭고 시간이 더 들 뿐 아니라 유즙 분비가 과도하게 늘어나 전유·후유의 불균형이나 유방 울혈 같은 문제가 생길 수 있습니다. 반복적으로 젖을 짜면 오히려 모유수유가 어려워질 수 있습니다. 아기가 젖을 다 먹지 못하는 경우에는 잠들지 않게 하고 충분히 먹이는 것이 중요하며, 젖이 많이 나와 아기가 충분히 먹고도 남는다면 분비량은 저절로 조절됩니다. 모유가 부족하다고 진단된 경우에는 수유 후 양쪽 유방을 충분히 비운 뒤 빈 젖을 유축해 수유량을 늘릴 수 있습니다.",https://www.youtube.com/watch?v=I_-qFYAAMNk,a pediatrician,PERFECT_GRAMMAR,LONG
대장암 예방에 현미와 잡곡이 어떻게 도움이 되나요?,"현미·잡곡 섭취는 심장병, 뇌졸중, 제2형 당뇨병 등 만성질환 예방과 대장암 위험 감소에도 도움이 됩니다.",https://www.youtube.com/watch?v=4lmWRrx5kIQ,a pediatric nutrition expert,POOR_GRAMMAR,MEDIUM
모유의 장점은 무엇인가요?,모유가 가장 좋기 때문에 특별히 필요한 경우가 아니라면 분유를 자주 바꾸는 것은 권장하지 않습니다.,https://www.youtube.com/watch?v=N7wsFEKAUB0,a pediatric nutrition expert,PERFECT_GRAMMAR,SHORT
소아청소년의 변비 예방을 위해 과일은 어떤 역할을 하나요?,과일은 섬유질이 풍부하여 변비 예방에 도움이 됩니다. 그러나 당도가 높은 과일은 체중이 많이 나가는 아이에게는 너무 많이 주지 않도록 주의해야 합니다.,https://www.youtube.com/watch?v=28FfLPP_1MI,a pediatric nutrition expert,PERFECT_GRAMMAR,MEDIUM
2006년 세계보건기구에서 발표한 성장표는 아기의 먹는 양을 평가하는 데 어떤 기준을 제공하나요?,"2006년 세계보건기구에서 발표한 성장표는 아기의 체중 증가를 평가하는 기준으로 사용되며, 이 표는 전 세계적으로 표준으로 채택되어 있습니다. 아기의 체중이 적당히 늘고 있다면 현재 주는 양은 적당한 것이고, 체중이 잘 늘지 않으면 먹이는 양이 부족한 것으로 판단할 수 있습니다.",https://www.youtube.com/watch?v=1Xcmuwr0Cnw,a pediatrician,WEB_SEARCH_LIKE,LONG
2006년 세계보건기구 성장표는 아기 먹는 양 평가에 왜 중요해?,"2006년 세계보건기구에서 발표한 성장표는 아기의 체중을 평가하는 기준으로 사용되며, 전 세계적으로 표준으로 인정받고 있습니다. 이 표를 따르는 것이 아기의 먹는 양의 적정성을 판단하는 데 도움이 됩니다.",https://www.youtube.com/watch?v=1Xcmuwr0Cnw,a pediatrician,POOR_GRAMMAR,SHORT
소아청소년과에서 아기 수유에 대해 어떻게 생각하나요? 3시간마다 먹이는 것이 맞는지?,"소아청소년과 전문의는 아기 수유에 대해 시간 맞춰서 먹이는 것은 잘못된 내용이라고 강조합니다. 유니세프 등 전문가들이 권장하는 것은 'on demand', 즉 필요할 때 먹이라는 것입니다. 아기가 배고파서 먹고 싶어할 때 마음껏 먹이는 것이 중요하며, 이렇게 하면 아기들은 자연스럽게 일정한 간격으로 먹게 됩니다.",https://www.youtube.com/watch?v=5eQNbxxhzP4,a pediatric nutrition expert,POOR_GRAMMAR,LONG
아기에게 분유를 주는 시점과 요거트 급여에 대한 주의사항은 무엇인가요?,"아기는 만 6개월에 이유식을 시작하므로 이 시점에 적당한 시기에 요거트를 시작할 수 있습니다. 요거트를 먹이기 전에 쌀죽과 채소·과일 등을 먼저 익숙해지게 하는 것이 좋습니다. 또한, 우유나 분유 알레르기가 있는 아기는 요거트를 피하는 것이 원칙이며, 유당불내증이 있는 아기는 증상이 있으면 중단해야 합니다.",https://www.youtube.com/watch?v=XP4Y8nNvdDA,a pediatrician,MISSPELLED,LONG
가정교육에서 아침식사의 중요성은 무엇인가요?,"가정교육에서 아침식사는 아이들이 하루를 활기차게 시작하고, 혈당을 유지하며 집중력을 높이는 데 매우 중요합니다. 아침을 거르면 혈당이 떨어져 기운이 없어지고, 이는 학교에서의 집중력 저하와 관련이 있습니다. 또한, 규칙적인 식사는 생체 리듬을 지키는 데 도움을 주며, 가족과의 대화 시간을 통해 가정교육의 일환으로 중요한 역할을 합니다.",https://www.youtube.com/watch?v=w8JmykDg9tM,a pediatrician,WEB_SEARCH_LIKE,MEDIUM
소아청소년과에서 변비 치료를 위해 어떤 조치를 취해야 하나요?,"변비가 심하지 않으면 생활습관 개선과 식이요법으로 좋아지는 경우가 많습니다. 그러나 배변 시 아이가 힘들어하거나 변비가 오래 지속되거나 통증이 심하거나 변에 피가 섞여 나오면 소아청소년과 진료를 받으세요. 변비의 원인이 있으면 그 원인에 대한 치료가 필요하며, 대부분의 아이는 특별한 질환에 의한 경우가 드뭅니다. 채소 섭취, 충분한 수분 섭취, 운동 등 일반적인 예방법을 치료와 함께 병행해야 합니다.",https://www.youtube.com/watch?v=28FfLPP_1MI,a child nutrition specialist,WEB_SEARCH_LIKE,LONG
피틴산이 아기와 유아의 식단에 미치는 영향은 무엇인가요?,"피틴산은 현미와 잡곡에 포함되어 있으며, 비소와 함께 두 돌 아이에게 거론되는 문제입니다. 그러나 피틴산의 함량은 현미를 여러 번 헹구고 충분히 불린 뒤 조리함으로써 줄일 수 있습니다. 이는 아기와 유아의 건강한 식단을 유지하는 데 도움이 됩니다.",https://www.youtube.com/watch?v=4lmWRrx5kIQ,a pediatrician,PERFECT_GRAMMAR,MEDIUM
까망베르 치즈를 어린아이에게 주면 안 되는 이유는 무엇인가요?,까망베르와 같은 연성 치즈는 멸균 처리되지 않은 경우가 많아 면역력이 약한 어린아이에게 주면 리스테리아균이나 장내 세균 등에 의한 감염으로 심각한 병이 생길 수 있으니 주의해야 합니다.,https://www.youtube.com/watch?v=OB2vXyWDriQ,a pediatric nutrition expert,MISSPELLED,MEDIUM
소아청소년과에서 설사하는 아이를 어떻게 돌봐야 하나요?,"설사하는 아이를 돌볼 때는 특히 음식 섭취에 신경을 써야 합니다. 예전에는 설사할 때 굶기거나 흰죽만 먹이는 경우도 있었지만, 이제는 원래 먹던 음식을 대부분 그대로 먹여도 됩니다. 다만 차고 달고 기름진 음식은 피하는 것이 좋습니다. 설사가 심해 심하게 탈수가 된 경우에는 급성기인 반나절 정도는 죽 같은 유동식만 먹이기도 하지만, 탈수가 좋아지면 원래 먹던 음식으로 빨리 돌아가는 것이 좋습니다. 성장기 아이들은 설사가 오래가면 장기간 음식 섭취가 부족해 성장 발달에 문제가 생길 수 있으므로 주의해야 합니다. 또한, 설사가 심하고 구토를 동반하거나 열이 높거나 복통이 심한 경우에는 소아청소년과에서 빨리 진료를 받는 것이 좋습니다.",https://www.youtube.com/watch?v=w8BucI0wZYE,a child nutrition specialist,WEB_SEARCH_LIKE,MEDIUM
토마토는 아기에게 언제 먹여도 괜찮은가요?,"예전에는 토마토를 돌 전에는 주지 말라고 했으나, 최근 연구에 따르면 음식을 늦게 시작하면 오히려 알레르기가 증가할 수 있음이 밝혀져 권고가 바뀌었습니다. 따라서 토마토도 아기에게 적절한 시기에 먹일 수 있습니다.",https://www.youtube.com/watch?v=yvy-PRKF5GQ,a pediatric nutrition expert,WEB_SEARCH_LIKE,SHORT
"소아청소년과 전문의로서, 아기가 하루에 이유식을 500~600g 정도 먹는 것이 적당하다는 기준에 대해 어떻게 설명하시겠습니까?","하루 이유식 섭취량이 500~600g 정도면 양에는 문제가 없다고 할 수 있습니다. 몸무게가 정상적으로 자라고 있다면 아기가 이유식을 적당히 먹고 있는 것입니다. 특히 6개월 아기가 하루 3번 이유식을 먹더라도 총량이 500~600g이라면 크게 걱정할 필요는 없습니다. 이유식 양을 고려할 때는 수유량을 먼저 확인하는 것이 좋으며, 수유량이 하루 500g 이상이면 아기가 원하는 만큼 이유식을 먹여도 됩니다.",https://www.youtube.com/watch?v=ZnfIY5F1UR4,a pediatrician,PERFECT_GRAMMAR,LONG
WHO의 기준에 따라 3세 미만 아동의 체중을 평가할 때 주의해야 할 점은 무엇인가요?,"2017년 12월에 3세 미만 아동의 우리나라 기준이 세계보건기구(WHO) 기준으로 바뀌었으므로 새로 개정된 기준을 사용해야 합니다. 즉, 2018년 이전에 나온 육아책의 기준과는 다르니 주의해야 합니다.",https://www.youtube.com/watch?v=E7ZFsbXohx0,a pediatric nutrition expert,MISSPELLED,LONG
아이에게 멸균우유를 먹이는 것이 적절한 상황은 어떤 경우인가요?,"멸균우유는 냉장 보관이 어려운 경우에만 사용하는 것이 바람직합니다. 예를 들어, 냉장고가 없거나 외출 시 냉장된 우유를 구하기 어려운 경우에 멸균우유를 대신 사용할 수 있습니다.",https://www.youtube.com/watch?v=GKgb8i7B0E4,a child nutrition specialist,WEB_SEARCH_LIKE,LONG
아이들에게 MSG 사용이 왜 권장되지 않나요?,"아이들에게 MSG 사용이 권장되지 않는 이유는 MSG가 음식 맛을 지나치게 강하게 만들어 아이들이 MSG가 들어간 음식에만 익숙해지거나 그렇지 않은 음식을 잘 먹지 않게 될 수 있기 때문입니다. 이로 인해 식습관이 나빠지고 다양한 맛을 경험하며 발달해야 할 미각이 제대로 발달하지 않을 위험이 있습니다. 미각 발달은 두뇌 발달과도 연관이 있어, 특히 영유아기에는 더욱 주의해야 합니다.",https://www.youtube.com/watch?v=anQztIwRJ7o,a pediatrician,WEB_SEARCH_LIKE,SHORT
쌀에 비소가 많다고 쌀밥 먹지 말고 쌀이유식 하지 말까요?,"우리나라 쌀은 비소 함량이 낮아 쌀을 먹는 것이 당장 심각한 문제는 아닙니다. 그러나 장기적인 건강을 위해 비소 수치를 줄이는 것이 좋습니다. 이유식 초기부터 잡곡 비율을 높이는 것이 권장되며, 쌀을 물에 불리고 헹군 다음 밥을 짓는 것이 좋습니다. 아기 이유식에 관해서는 쌀로 이유식을 만들어도 '쌀 이유식을 절대 먹이지 말라'고 할 근거는 없습니다.",https://www.youtube.com/watch?v=mYABC4UAeEU,a pediatrician,MISSPELLED,SHORT
저지방우유가 아이들한테 왜 좋은지 설명해줄 수 있어요? 그리고 부모님들이 왜 걱정하는지 궁금해요.,"저지방 우유는 성인병 예방을 위해 권장되며, 체중이 많은 경우 더욱 좋습니다. 부모님들은 '우리 아이가 비만도 아닌데 왜 저지방 우유를 먹여야 하느냐'고 반문하거나, '저지방 우유를 먹이면 키가 크지 않을까' 걱정하는 경우가 많습니다. 하지만 두 살 미만의 아이들에게는 지방이 두뇌 발달에 중요하므로 전지 우유를 권장하고, 두 살 이후에는 저지방이나 무지방 우유로 바꾸는 것이 좋습니다. 저지방 우유는 당뇨병 같은 대사질환이나 일부 암 발생 위험을 줄이는 장점도 있습니다.",https://www.youtube.com/watch?v=-LqEr-PlCz0&list=PLC6Msm1YCNw8LtglWOviWSMVd-33S_WHM,a pediatrician,POOR_GRAMMAR,LONG
소아청소년과 의사의 진료를 받는 것이 중요한 이유는 무엇인가요?,"소아청소년과 의사의 진료를 받는 것이 중요한 이유는 체중이 단기간에 너무 빠르게 늘거나 너무 느리게 늘어나는 경우, 과식이나 영양 부족 등의 문제가 없는지 확인해야 하기 때문입니다. 또한, 체중 백분위가 갑자기 크게 떨어지면 영양 공급 부족으로 신체 성장이나 두뇌 발달에 문제가 생길 수 있으므로 특히 주의해야 하며, 체중이 실제로 줄어드는 경우에는 바로 진료를 받는 것이 안전합니다.",https://www.youtube.com/watch?v=bs1XLiIi9lM,a pediatric nutrition expert,PERFECT_GRAMMAR,MEDIUM
삐뽀삐뽀119소아과에서 아기의 몸무게 증가를 위해 분유를 두 돌까지 먹이는 것이 좋은지에 대한 의견은 무엇인가요?,"삐뽀삐뽀119소아과의 전문의는 아기의 몸무게가 잘 늘지 않는다고 해서 분유를 두 돌까지 먹이는 것이 필요하지 않다고 설명합니다. 몸무게가 적다는 이유만으로 분유를 더 오래 먹이는 것은 기준이 되지 않으며, 분유는 기본적으로 돌까지 먹이는 것이 좋고, 돌이 지나면 서서히 줄여 다른 음식이나 우유로 바꿔 주는 것이 중요합니다.",https://www.youtube.com/watch?v=eGD1vhqSmpk,a pediatric nutrition expert,MISSPELLED,MEDIUM
"고등어 같은 등푸른 생선이 이유식에 좋다고 하는데, 그 이유는 오메가-3 지방산 때문인가요? 그리고 아기한테 어떻게 먹여야 하나요?","등푸른 생선인 고등어는 오메가-3 지방산 등 중요한 영양소가 풍부한 아주 좋은 음식입니다. 이유식 초기나 중기에 고등어를 먹여도 아기에게 문제가 없다면 괜찮습니다. 하지만 고등어는 알레르기가 잘 생길 수 있으므로 처음 먹일 때는 알레르기 증상이 나타나는지 3일 정도 관찰하는 것이 좋습니다. 또한, 수은 농도가 낮은 지역에서 잡힌 고등어를 선택하고, 간이 되지 않은 고등어를 사용하는 것이 안전합니다.",https://www.youtube.com/watch?v=bMJcxCs5eL4,a child nutrition specialist,POOR_GRAMMAR,LONG
9개월 아기에게 우유병을 언제 끊는 것이 좋나요?,일반적으로 권장되는 지침은 돌이 지나면 우유병을 끊는 것입니다. 그러나 9개월부터 컵으로 분유를 잘 먹는 경우에는 우유병을 끊고 컵으로 수유해도 됩니다. 만약 아기가 컵으로 분유를 잘 먹고 부모가 컵 수유에 특별한 어려움이 없다면 더 빨리 우유병을 끊어도 문제가 되지 않습니다.,https://www.youtube.com/watch?v=lWCLgbxf1Kk,a pediatrician,WEB_SEARCH_LIKE,MEDIUM
아침식사가 아이들의 혈당에 미치는 영향은 무엇인가요?,"아침을 먹지 않는 아이들은 밤새 비축한 것이 없는 상태에서 혈당이 떨어져 기운이 없어집니다. 특히 성장기 아이들은 성인보다 3배 이상의 에너지를 사용하기 때문에 아침을 거르면 혈당 저하로 학교에서 집중하거나 공부하는 능률이 떨어집니다. 혈당이 떨어지면 짜증이 나고 참을성이 없어져 다툼이 잦아지며, 필요한 에너지가 없을 때는 몸이 저장된 에너지를 사용하고, 심한 경우 단백질을 분해해 에너지로 쓰기도 하여 성장에 문제가 될 수 있습니다.",https://www.youtube.com/watch?v=w8JmykDg9tM,a child nutrition specialist,PERFECT_GRAMMAR,LONG
토마토를 이유식에 도입하는 적절한 시기는 언제인가요?,"토마토는 돌 전에 시도하는 것이 권장되며, 이는 알레르기 발생을 줄이기 위한 지침의 일환입니다.",https://www.youtube.com/watch?v=HMM_IdFEOg4,a pediatric nutrition expert,WEB_SEARCH_LIKE,LONG
전기 포트로 분유를 타는 것이 왜 좋지 않은지 설명해 줄 수 있나요?,"전기 포트는 끓으면 자동으로 전원이 차단되어 충분히 오래 끓이지 못할 수 있기 때문에 분유를 타는 데 적합하지 않습니다. 또한, 정수기에서 나오는 뜨거운 물은 2분 이상 끓인 물이 아니므로 사용하지 않는 것이 좋습니다.",https://www.youtube.com/watch?v=sLDedsQBmDU,a pediatric nutrition expert,POOR_GRAMMAR,LONG
아기가 스스로 먹는 리듬을 찾지 못할 경우 의사 진료를 받는 이유는 무엇인가요?,아기가 스스로 먹는 리듬을 찾지 못하면 의사 진료를 받아 체중과 수유 상태를 확인하는 것이 필요합니다.,https://www.youtube.com/watch?v=S0TvLFeHwyk,a pediatric nutrition expert,WEB_SEARCH_LIKE,SHORT
어린이용 우유는 돌 지난 아기에게 어떤 역할을 하나요?,"어린이용 우유는 돌 지난 아기에게 가공된 우유보다 일반 전지 우유를 권장하며, 영양소가 첨가된 제품은 꼭 필요한 것은 아닙니다. 이러한 제품을 많이 먹이면 밥을 덜 먹게 될 수 있으니 주의해야 합니다. 하루 권장 섭취량은 돌 지난 아기에게 약 400~500ml 정도이며, 2세 전후에는 약 400ml 정도가 적당합니다.",https://www.youtube.com/watch?v=lshTgFOyl3Y,a child nutrition specialist,PERFECT_GRAMMAR,MEDIUM
제왕절개 후 아기에게 모유수유를 어떻게 시작해야 하나요?,제왕절개인 경우에도 가능한 한 빨리 젖을 물리는 것이 원칙입니다. 태어난 지 30분에서 1시간 이내에 첫 수유를 시작하는 것이 좋습니다.,https://www.youtube.com/watch?v=EEFXM4m3ZXg,a pediatrician,MISSPELLED,SHORT
소아 영양학에서 알레르기를 예방하기 위해 이유식을 시작하는 최적의 시기는 언제인가요?,"알레르기 예방을 위해서는 가능한 빨리 먹어도 해롭지 않은 음식을 시작하는 것이 좋습니다. 최근 연구에 따르면, 이유식은 만 6개월에 시작하는 것이 권장되며, 너무 늦게 시작하지 않도록 주의해야 합니다.",https://www.youtube.com/watch?v=CQdglgCCIHo,a pediatric nutrition expert,PERFECT_GRAMMAR,LONG
2017년 성장표에 대해 아이의 체중 증가를 어떻게 평가해야 하나요?,"체중을 평가할 때는 최신 성장표를 기준으로 해야 하며, 우리나라는 2017년 말 성장표를 개정해 2018년부터 사용하고 있습니다. 이전 성장표와 비교하면 특히 영아의 체중에서 몇백그램에서 1kg 가까이 차이가 날 수 있어 실제로는 체중이 잘 늘고 있어도 예전 성장표로 보면 성장하지 않는 것처럼 보일 수 있습니다. 따라서 항상 최신 성장표를 사용해야 합니다.",https://www.youtube.com/watch?v=YPDyVT40488,a child nutrition specialist,MISSPELLED,MEDIUM
소아청소년과 전문의가 수유 방식을 아기가 스스로 배고플 때 먹도록 바꾸는 것에 대해 어떤 주의점을 강조하나요?,"소아청소년과 전문의는 수유 방식을 아기가 스스로 배고플 때 먹도록 바꾸는 것이 단순히 수유 시간만 고치는 것으로 해결되지 않는다고 강조합니다. 특히 기존에 일정한 간격으로 먹이던 아기를 바꾸는 것은 복잡하며, 신생아 때부터 24시간 수시로 먹도록 키우는 것이 수월하다고 설명합니다. 또한, 아기의 체중 증가를 확인하고, 젖병 수유와 관련된 문제는 생후 초기에 해결하는 것이 중요하다고 언급합니다. 문제가 발생할 경우 아기 나이와 상태, 밤중 수유 여부, 이유식 시작 시기 등을 고려해야 하며, 주기적으로 체중을 확인하고 소아과 의사의 진료를 받는 것이 필요할 수 있습니다.",https://www.youtube.com/watch?v=Yqtx1U_EiPE,a child nutrition specialist,WEB_SEARCH_LIKE,MEDIUM
소아 영양에서 채소의 중요성은 무엇인가요?,"채소는 건강한 식습관을 기르는 데 매우 중요합니다. 과일보다 채소를 더 많이 먹이는 것이 좋으며, 채소는 다양한 비타민과 미네랄을 제공하여 아이들의 성장과 발달에 기여합니다.",https://www.youtube.com/watch?v=v43KzkQWXik,a pediatric nutrition expert,WEB_SEARCH_LIKE,SHORT
소아청소년과에서 아이의 식사 문제를 어떻게 해결할 수 있나요?,"소아청소년과에서 아이의 식사 문제를 해결하기 위해서는 먼저 잘 먹지 않게 하는 질병이 없는지 확인해야 합니다. 특히 빈혈 같은 질환이 있으면 식욕이 돌아오지 않을 수 있으므로 치료가 필요합니다. 또한, 아이가 잘 먹지 않는다고 억지로 먹이지 말고, 부모가 언제·어디서·어떤 음식을 줄지는 정하고, 아이가 어떤 음식을 얼마나 먹는지는 스스로 결정하도록 내버려 두는 것이 중요합니다.",https://www.youtube.com/watch?v=E7ZFsbXohx0,a child nutrition specialist,PERFECT_GRAMMAR,SHORT
조를 이유식에 어떻게 활용할 수 있나요?,"조는 이유식에 사용할 수 있는 잡곡 중 하나로, 흰쌀죽과 50:50 비율로 섞어 주는 방법이 권장됩니다. 초기 이유식부터 잡곡을 약 50% 정도 섞어 주면 무난하며, 조는 귀리, 보리, 퀴노아와 함께 섞어 사용할 수 있습니다.",https://www.youtube.com/watch?v=9qhxKhgPQG4,a pediatric nutrition expert,WEB_SEARCH_LIKE,MEDIUM
비타민이 과일에 왜 중요한가요?,"과일에는 우리 몸에 필요한 다양한 비타민과 섬유질이 풍부하고, 칼륨·마그네슘·항산화 물질 등이 들어 있어 면역 기능을 향상시키고 질병을 예방하는 데 도움이 됩니다.",https://www.youtube.com/watch?v=v43KzkQWXik,a child nutrition specialist,MISSPELLED,SHORT
산후조리원에서 모유수유를 잘하기 위해서는 무엇을 준비해야 하나요?,"산후조리원에 가면 어떻게든 되겠지라고 막연히 생각하면 모유수유가 어렵게 됩니다. 모유수유를 하려면 출산 전에 미리 공부해 준비하는 것이 필요합니다. 또한, 신생아에게 모유수유를 제대로 하려면 모자동실이 가장 중요하며, 첫 한 달 동안은 엄마와 아기가 24시간 같은 방에서 함께 있는 것이 모유수유에 큰 도움이 됩니다.",https://www.youtube.com/watch?v=EEFXM4m3ZXg,a pediatric nutrition expert,MISSPELLED,MEDIUM
하정우는 모유수유에 대해 뭐라고 해?,"하정우는 모유수유를 직접 젖을 물려 먹이는 것이 최고라고 강조하며, 아기가 젖을 물지 않는다고 해서 유축으로만 먹이는 상황이 되지 않도록 하는 것이 중요하다고 말합니다. 그는 유축한 모유로만 먹이지 않는 것이 좋으며, 신생아 때부터 직접 젖을 물리려는 마음을 확실히 해야 한다고 조언합니다.",https://www.youtube.com/watch?v=xI7N8bcy9yo,a pediatrician,POOR_GRAMMAR,SHORT
전지 우유는 돌 지난 아기한테 어떻게 줘야 해?,"돌 지난 아기에게는 가공된 어린이용 우유보다 일반 전지 우유를 권장합니다. 영양소가 첨가된 제품은 꼭 필요한 것은 아니며, 이런 제품을 많이 먹이면 밥을 덜 먹게 될 수 있으니 주의해야 합니다.",https://www.youtube.com/watch?v=lshTgFOyl3Y,a pediatric nutrition expert,POOR_GRAMMAR,SHORT
소아청소년과 전문의로서 롤드오트를 이유식에 포함시키는 것이 아기에게 어떤 이점을 제공할 수 있나요?,"롤드오트는 이유식 재료로 사용할 수 있으며, 중기·후기에는 롤드오트나 스틸컷 오트를 사용해 질감을 조절하는 것이 좋습니다. 이는 아기에게 다양한 식감과 영양을 제공할 수 있습니다.",https://www.youtube.com/watch?v=rRFmPPSZILA,a pediatrician,WEB_SEARCH_LIKE,LONG
일반 우유는 아이에게 언제부터 먹이는 것이 좋나요?,돌이 지나면 분유를 먹던 아기는 분유에서 일반 우유로 바꾸는 것이 권장됩니다.,https://www.youtube.com/watch?v=GKgb8i7B0E4,a pediatrician,WEB_SEARCH_LIKE,SHORT
분유를 먹는 아기가 이유식을 시작하는 적절한 시기는 언제인가요?,최근 연구와 전문가들은 분유를 먹는 아기도 일반적으로 만 6개월에 이유식을 시작하는 것을 권장하고 있습니다.,https://www.youtube.com/watch?v=CQdglgCCIHo,a pediatric nutrition expert,WEB_SEARCH_LIKE,SHORT
공공장소에서 아이가 식사 중 자리를 떠나지 않도록 어떻게 가르쳐야 하나요?,"공공장소에서 아이가 식사 중 자리를 떠나지 않도록 하려면, 어린 시절부터 상황에 맞는 행동을 가르쳐야 합니다. 부모는 '식사 중 자리를 떠나면 식사는 끝'이라는 원칙을 행동으로 보여줘야 하며, 아이가 자리를 일으키면 그 식사는 끝난 것으로 받아들이고 평온하게 일상으로 돌아가야 합니다. 또한, 부모가 단호하게 규칙을 지키면 아이들이 한자리에 앉아 식사하는 것이 더 쉬워집니다.",https://www.youtube.com/watch?v=tEuimZqaiUE,a pediatrician,POOR_GRAMMAR,LONG
소아청소년과에서 쌀 비소 문제 어떻게 생각해?,"소아청소년과 전문의로서, 우리나라 쌀은 비소 함량이 낮아 당장 큰 문제가 되지는 않지만, 장기적인 건강을 위해 비소 수치를 줄이는 것이 좋다고 말씀드립니다. 이유식 초기부터 잡곡을 섞어 비소 섭취를 줄이는 것이 권장됩니다.",https://www.youtube.com/watch?v=mYABC4UAeEU,a pediatrician,POOR_GRAMMAR,SHORT
"전지 우유는 돌 지난 아기에게 어떻게 먹여야 하는지, 그리고 얼마나 먹여야 하는지에 대해 설명해 줄 수 있나요?","돌 지난 아기에게는 가공된 어린이용 우유보다 일반 전지 우유를 권장합니다. 영양소가 첨가된 제품은 꼭 필요한 것은 아니며, 이런 제품을 많이 먹이면 밥을 덜 먹게 될 수 있으니 주의해야 합니다. 하루 권장 섭취량은 돌 지난 아기에게 약 400~500ml 정도이며, 2세 전후에는 약 400ml 정도가 적당합니다.",https://www.youtube.com/watch?v=lshTgFOyl3Y,a pediatric nutrition expert,POOR_GRAMMAR,LONG
하버드대에서 우유에 대해 뭐라고 했어?,"하버드대 공식 홈페이지에도 우유의 장점이 소개되어 있으며, 다만 일반 우유 대신 저지방·무지방 우유를 권한다고 되어 있습니다.",https://www.youtube.com/watch?v=-LqEr-PlCz0&list=PLC6Msm1YCNw8LtglWOviWSMVd-33S_WHM,a pediatrician,MISSPELLED,SHORT
분유수유에 대해 알아야 할 중요한 점은 무엇인가요?,"분유수유의 경우 아기에게 맡기면서 한 번에 충분히 먹이고 배가 부를 때까지 기다려 주는 것이 중요합니다. 그러나 분유는 병으로 쉽게 나오기 때문에 아이가 노력하지 않아도 쉽게 먹을 수 있어 부모가 아기 상태를 제대로 파악하지 못하면 필요 이상으로 먹을 수 있으니 주의해야 합니다. 또한, 일정한 간격으로 먹이던 아기를 맡길 때는 초보 부모가 아기의 상태를 놓치기 쉬워 더 주의가 필요합니다.",https://www.youtube.com/watch?v=Yqtx1U_EiPE,a child nutrition specialist,MISSPELLED,SHORT
부모가 아이의 식습관을 개선하기 위해 어떤 규칙을 세워야 하나요?,"부모는 식사 시간이 지나면 음식을 치우고, 아이가 배가 고프면 결국 먹게 된다는 것을 가르쳐야 합니다. 식사 시간과 간식 시간 외에는 반드시 부모의 허락을 받고 먹는다는 규칙을 정해 일관되게 지켜야 하며, 간식은 평소 주는 양만 주되 더 달라고 해도 더 주지 않아야 합니다.",https://www.youtube.com/watch?v=w5s5Y76ilcA,a pediatrician,WEB_SEARCH_LIKE,SHORT
모유수유와 비만의 관계는 무엇인가요?,"모유수유를 하더라도 비만이 생길 수 있습니다. 비만은 섭취한 칼로리가 소비한 칼로리보다 많을 때 발생하며, 모유수유가 아이들에게 비만을 덜 유발하는 것은 사실이지만, 모유만 먹인다고 해서 안심할 수는 없습니다. 수유 패턴이 잘못되면 아기가 과다섭취하여 체중이 증가할 수 있습니다.",https://www.youtube.com/watch?v=wvLDAfKCce4,a pediatric nutrition expert,MISSPELLED,SHORT
신생아를 먹일 때 부모가 알아야 할 중요한 점은 무엇인가요?,"신생아를 먹일 때는 시간을 엄격히 정해 억지로 먹이거나 먹는 양을 지나치게 재지 말고, 아기가 배고파할 때 마음껏 먹게 해주는 것이 중요합니다. 아기가 스스로 먹게 할 때는 기본적으로 신생아 시기부터 이러한 방식을 시작하면 더 잘 정착됩니다. 부모는 아기가 젖을 제대로 물고 있는지, 수유 패턴에 문제가 없는지 중간중간 확인해야 하며, 생후 1~2개월이 지나면 한 번에 먹는 양이 늘고 규칙적인 간격이 생깁니다. 또한, 아기가 배고플 때 먹게 하면서 스스로 먹는 양을 조절할 기회를 주되, 주기적으로 평가해 잘되지 않는 점은 고쳐주는 부모의 노력이 필요합니다.",https://www.youtube.com/watch?v=QLlu_Zmr9wQ,a pediatrician,MISSPELLED,LONG
하루 천을 넘지 않게 주의하라는 말은 무슨 뜻인가요?,"'하루 천'이라는 표현은 아기가 하루에 1,000ml 이상 먹는 경우, 너무 많이 먹을 확률이 높으니 아이가 제대로 잘 먹고 성장하고 있는지를 확인하라는 의미로 받아들여야 합니다. 아기가 스스로 먹는 만큼 먹게 하는 것이 원칙이며, 이를 확인하는 기본적인 지표는 출생 시 몸무게와 현재 몸무게의 백분위를 비교하여 정상적으로 성장하고 있는지를 보는 것입니다.",https://www.youtube.com/watch?v=08B0VqzITbU,a pediatric nutrition expert,MISSPELLED,MEDIUM
